name,country,latitude,longitude,population,elevation,elevation_feet,elevation_source,elevation_confidence,source,distance_km_to_alps,airport_confidence_pct,airport_error,airport_nearest_iata,airport_nearest_icao,airport_nearest_latitude,airport_nearest_longitude,airport_nearest_name,airport_reasoning,driving_confidence_pct,driving_error,driving_km_to_airport,driving_reasoning,driving_time_minutes_to_airport,hospital_confidence_pct,hospital_error,hospital_in_city,hospital_in_city_or_nearby,hospital_reasoning,nearest_hospital_km
Rankweil,AT,47.27108,9.64308,11855,467.0,1532.2,opentopo,0.9,geonames,0.0,90,,ACH,LSZR,47.485001,9.56077,Sankt Gallen Altenrhein Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,33.13,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.643080,47.271080;9.560770,47.485001?overview=false&annotations=duration,distance&alternatives=false",26.9,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.24 km),1.24
Sant'Ambrogio di Valpolicella,IT,45.52089,10.83618,10384,158.0,518.4,open_elevation,0.85,geonames,0.0,90,,VRN,LIPX,45.394955,10.887303,Verona Villafranca Valerio Catullo Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,23.132,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.836180,45.520890;10.887303,45.394955?overview=false&annotations=duration,distance&alternatives=false",31.5,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 5.07 km,5.07
Bonneville,FR,46.0802,6.40726,11722,449.0,1473.1,open_elevation,0.85,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,41.636,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.407260,46.080200;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",34.0,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.10 km),0.1
Maniago / Manià,IT,46.1709743,12.7073987,11708,275.0,902.2,opentopo,0.9,osm,0.0,90,,TRS,LIPQ,45.827499,13.4722,Trieste–Friuli Venezia Giulia Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,90.62,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.707399,46.170974;13.472200,45.827499?overview=false&annotations=duration,distance&alternatives=false",82.0,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.49 km),0.49
Trostberg an der Alz,DE,48.02802,12.55804,11676,483.0,1584.6,open_elevation,0.85,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,61.384,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.558040,48.028020;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",53.6,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.09 km),1.09
Gaillard,FR,46.1853,6.20693,11660,426.0,1397.6,opentopo,0.9,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,43.904,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.206930,46.185300;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",34.8,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.51 km),2.51
Sassenage,FR,45.21266,5.6629,10641,204.0,669.3,open_elevation,0.85,geonames,0.0,90,,GNB,LFLS,45.3629,5.32937,Grenoble Alpes Isère Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,41.471,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.662900,45.212660;5.329370,45.362900?overview=false&annotations=duration,distance&alternatives=false",32.1,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.30 km),2.3
Passy,FR,45.92341,6.69562,11613,648.0,2126.0,opentopo,0.9,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,80.945,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.695620,45.923410;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",58.7,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.31 km),2.31
Apt,FR,43.87638,5.39635,11609,234.0,767.7,open_elevation,0.85,geonames,0.0,90,,AVN,LFMV,43.907299,4.90183,Avignon Caumont airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,45.192,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/5.396350,43.876380;4.901830,43.907299?overview=false&annotations=duration,distance&alternatives=false",45.5,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.07 km),1.07
Valmadrera,IT,45.84628,9.35824,11609,234.0,767.7,open_elevation,0.85,geonames,0.0,90,,LIN,LIML,45.445099,9.27674,Milano Linate Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,55.611,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.358240,45.846280;9.276740,45.445099?overview=false&annotations=duration,distance&alternatives=false",51.9,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 4.44 km,4.44
Briançon,IT,44.89978,6.64201,11577,1284.0,4212.6,opentopo,0.9,geonames,0.0,90,,TRN,LIMF,45.200802,7.64963,Turin Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,120.646,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.642010,44.899780;7.649630,45.200802?overview=false&annotations=duration,distance&alternatives=false",110.2,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.98 km),0.98
Nembro,IT,45.74411,9.76127,9617,324.0,1063.0,open_elevation,0.85,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,12.64,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.761270,45.744110;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",16.9,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.09 km,3.09
Götzis,AT,47.33306,9.63306,11473,426.0,1397.6,opentopo,0.9,geonames,0.0,90,,ACH,LSZR,47.485001,9.56077,Sankt Gallen Altenrhein Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,24.114,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/9.633060,47.333060;9.560770,47.485001?overview=false&annotations=duration,distance&alternatives=false",21.3,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 4.92 km,4.92
Raubling,AT,47.7905,12.11088,11382,458.0,1502.6,open_elevation,0.85,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,76.72,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.110880,47.790500;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",52.5,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 5.87 km,5.87
Annabichl,AT,46.65,14.31667,11374,450.0,1476.4,open_elevation,0.85,geonames,0.0,90,,KLU,LOWK,46.642502,14.3377,Klagenfurt Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,3.146,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/14.316670,46.650000;14.337700,46.642502?overview=false&annotations=duration,distance&alternatives=false",7.1,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.98 km),1.98
Borgo San Dalmazzo,IT,44.33785,7.4931,11128,631.0,2070.2,opentopo,0.9,geonames,0.0,90,,CUF,LIMZ,44.547001,7.62322,Cuneo International Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,27.444,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/7.493100,44.337850;7.623220,44.547001?overview=false&annotations=duration,distance&alternatives=false",34.3,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.87 km),0.87
Bad Vöslau,AT,47.96533,16.21359,7469,260.0,853.0,open_elevation,0.85,geonames,0.0,90,,VIE,LOWW,48.110298,16.5697,Vienna International Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,46.918,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/16.213590,47.965330;16.569700,48.110298?overview=false&annotations=duration,distance&alternatives=false",42.1,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 4.96 km,4.96
Gemona,IT,46.27405,13.12237,11141,186.0,610.2,opentopo,0.9,geonames,0.0,90,,TRS,LIPQ,45.827499,13.4722,Trieste–Friuli Venezia Giulia Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,70.335,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/13.122370,46.274050;13.472200,45.827499?overview=false&annotations=duration,distance&alternatives=false",52.0,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.57 km),1.57
Arzl,AT,47.28333,11.43333,11082,632.0,2073.5,open_elevation,0.85,geonames,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,8.123,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.433330,47.283330;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",14.2,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 2.07 km),2.07
Gemona del Friuli / Glemone,IT,46.2770072,13.1401049,10964,269.0,882.5,opentopo,0.9,osm,0.0,90,,TRS,LIPQ,45.827499,13.4722,Trieste–Friuli Venezia Giulia Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,72.527,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/13.140105,46.277007;13.472200,45.827499?overview=false&annotations=duration,distance&alternatives=false",53.7,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.67 km),1.67
Gardone Val Trompia,IT,45.69137,10.18635,10113,322.0,1056.4,open_elevation,0.85,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,56.808,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.186350,45.691370;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",49.2,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.67 km),1.67
Prien am Chiemsee,AT,47.85602,12.34623,10872,525.0,1722.4,opentopo,0.9,geonames,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,60.453,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/12.346230,47.856020;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",41.9,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.51 km),1.51
Nave,IT,45.5848,10.27947,10848,219.0,718.5,open_elevation,0.85,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,55.767,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.279470,45.584800;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",44.8,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.56 km,3.56
Sankt Veit an der Glan,AT,46.76806,14.36028,10841,486.0,1594.5,open_elevation,0.85,geonames,0.0,90,,KLU,LOWK,46.642502,14.3377,Klagenfurt Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,19.352,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/14.360280,46.768060;14.337700,46.642502?overview=false&annotations=duration,distance&alternatives=false",21.8,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.54 km),0.54
Grezzana,IT,45.5185311,11.0161587,10772,176.0,577.4,opentopo,0.9,osm,0.0,90,,VRN,LIPX,45.394955,10.887303,Verona Villafranca Valerio Catullo Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,29.273,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.016159,45.518531;10.887303,45.394955?overview=false&annotations=duration,distance&alternatives=false",42.3,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.99 km),1.99
Laives,IT,46.42679,11.33841,10710,254.0,833.3,open_elevation,0.85,geonames,0.0,90,,BZO,LIPB,46.460201,11.3264,Bolzano Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,7.997,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/11.338410,46.426790;11.326400,46.460201?overview=false&annotations=duration,distance&alternatives=false",11.8,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 8.24 km,8.24
Villa Carcina,IT,45.63329,10.19556,10695,239.0,784.1,opentopo,0.9,geonames,0.0,90,,BGY,LIME,45.670725,9.709223,Milan Bergamo Airport / Antonio Locatelli Air Base,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,49.602,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.195560,45.633290;9.709223,45.670725?overview=false&annotations=duration,distance&alternatives=false",40.5,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 4.84 km,4.84
Chamonix,FR,45.92375,6.86933,10614,1044.0,3425.2,open_elevation,0.85,geonames,0.0,90,,NCY,LFLP,45.928947,6.0987,Annecy Meythet airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,100.825,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/6.869330,45.923750;6.098700,45.928947?overview=false&annotations=duration,distance&alternatives=false",71.9,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 1.21 km),1.21
Salò,IT,45.60685,10.5205,10576,80.0,262.5,open_elevation,0.85,geonames,0.0,90,,VBS,LIPO,45.428902,10.3306,Brescia Gabriele d'Annunzio Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,35.575,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.520500,45.606850;10.330600,45.428902?overview=false&annotations=duration,distance&alternatives=false",46.2,95,,yes,yes,OSM hospital within 3.0 km of centroid (nearest 0.24 km),0.24
Sankt Johann im Pongau,DE,47.3475782,13.2026049,10566,598.0,1961.9,opentopo,0.9,osm,0.0,90,,SZG,LOWS,47.793301,13.0043,Salzburg Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,60.889,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/13.202605,47.347578;13.004300,47.793301?overview=false&annotations=duration,distance&alternatives=false",45.5,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 3.57 km,3.57
Imst,AT,47.24504,10.73974,10504,821.0,2693.6,open_elevation,0.85,geonames,0.0,90,,INN,LOWI,47.260201,11.344,Innsbruck Airport,Selected by OSRM driving among top-K from OurAirports dataset (scheduled service).,95,,54.582,"Driving route via OSRM. Distance and time derived from OSRM API. Source: https://router.project-osrm.org/route/v1/driving/10.739740,47.245040;11.344000,47.260201?overview=false&annotations=duration,distance&alternatives=false",38.5,80,,no,yes,No OSM hospital within 3.0 km of centroid; nearest 14.46 km,14.46
